Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Spanish,No,70/30,LR,"Lbfgs solver, standard C",No,No,74.21956954241273,0.5858630528919675
Spanish,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,73.23093746893329,0.5763802308216373
Spanish,No,70/30,LR,"Lbfgs solver, large C",Yes,No,73.44456502079942,0.7343555851993275
Spanish,No,70/30,LR,"Lbfgs solver, large C",No,Yes,72.47937170692911,0.5363573107980641
Spanish,No,70/30,LR,"Lbfgs solver, large C",No,No,72.91915355398807,0.6593395682793529
Spanish,No,80/20,Naive Bayes,Multinomial,Yes,Yes,72.33154442456768,0.7301930174572973
Spanish,No,80/20,Naive Bayes,Multinomial,Yes,No,72.20594220594221,0.8431174158853011
Spanish,No,80/20,Naive Bayes,Multinomial,No,Yes,72.21526535480024,0.6251185361969063
Spanish,No,80/20,Naive Bayes,Multinomial,No,No,71.64021164021165,0.9463510203103122
Spanish,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,71.36255217650566,1.1075835194398733
Spanish,No,80/20,Naive Bayes,Bernoulli,Yes,No,71.58323158323158,0.632999681100506
Spanish,No,80/20,Naive Bayes,Bernoulli,No,Yes,71.34764460345856,1.000122353977316
Spanish,No,80/20,Naive Bayes,Bernoulli,No,No,71.31325464658798,0.7816456679804644
Spanish,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,70.90936195587358,1.0686915474947698
Spanish,No,80/20,SVM,"Linear kernel, small C",Yes,No,68.08981142314475,1.0070609945504698
Spanish,No,80/20,SVM,"Linear kernel, small C",No,Yes,74.39326177698271,0.8105317898496188
Spanish,No,80/20,SVM,"Linear kernel, small C",No,No,74.14326414326415,0.8664920369705585
Spanish,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,73.840190816935,0.7814400947539556
Spanish,No,80/20,SVM,"Linear kernel, standard C",Yes,No,74.71035137701804,0.7245634791257392
Spanish,No,80/20,SVM,"Linear kernel, standard C",No,Yes,72.07811568276685,0.7723315590301836
Spanish,No,80/20,SVM,"Linear kernel, standard C",No,No,72.05399538732873,0.5804753948527605
Spanish,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,70.33989266547407,0.8596491465327961
Spanish,No,80/20,SVM,"Linear kernel, large C",Yes,No,70.34459367792701,0.979690343788187
Spanish,No,80/20,SVM,"Linear kernel, large C",No,Yes,69.51550387596899,0.9045360014144733
Spanish,No,80/20,SVM,"Linear kernel, large C",No,No,70.04205670872338,0.9386866279694486
Spanish,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,58.66129994036971,2.2760406285821944
Spanish,No,80/20,SVM,"RBF kernel, small C",Yes,No,58.73965540632207,1.1066284227945555
Spanish,No,80/20,SVM,"RBF kernel, small C",No,Yes,65.9391771019678,1.0275558834020708
Spanish,No,80/20,SVM,"RBF kernel, small C",No,No,64.83109483109483,0.9904679441369418
Spanish,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,75.03279666070364,0.6437086494075462
Spanish,No,80/20,SVM,"RBF kernel, standard C",Yes,No,75.13634513634514,0.5954238434091574
Spanish,No,80/20,SVM,"RBF kernel, standard C",No,Yes,74.56618962432916,0.9511190331078149
Spanish,No,80/20,SVM,"RBF kernel, standard C",No,No,74.81752815086149,0.7395023049728128
Spanish,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,74.76744186046511,0.9443693842049732
Spanish,No,80/20,SVM,"RBF kernel, large C",Yes,No,75.21638854972188,0.7109108282874935
Spanish,No,80/20,SVM,"RBF kernel, large C",No,Yes,74.2262969588551,0.8538328477828053
Spanish,No,80/20,SVM,"RBF kernel, large C",No,No,74.56111789445123,0.8979161295665802
Spanish,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,72.76833631484794,0.9863047587316845
Spanish,No,80/20,LR,"Liblinear solver, small C",Yes,No,69.91588658255326,1.0472996586979464
Spanish,No,80/20,LR,"Liblinear solver, small C",No,Yes,73.92814549791294,0.9343165031567785
Spanish,No,80/20,LR,"Liblinear solver, small C",No,No,74.08492741826075,0.9696366021378464
Spanish,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,74.56768038163386,0.7392049967218526
Spanish,No,80/20,LR,"Liblinear solver, standard C",Yes,No,74.86636819970153,0.710734040099746
Spanish,No,80/20,LR,"Liblinear solver, standard C",No,Yes,74.29338103756709,0.9052918187607286
Spanish,No,80/20,LR,"Liblinear solver, standard C",No,No,74.61538461538461,0.8806159710401332
Spanish,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,73.34973166368515,0.8480132555041617
Spanish,No,80/20,LR,"Liblinear solver, large C",Yes,No,73.96011396011396,0.7882181228541268
Spanish,No,80/20,LR,"Liblinear solver, large C",No,Yes,72.83542039355993,1.0143150235302143
Spanish,No,80/20,LR,"Liblinear solver, large C",No,No,72.78116944783612,0.7956676391709815
Spanish,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,72.52981514609422,0.9012666479059015
Spanish,No,80/20,LR,"Lbfgs solver, small C",Yes,No,69.87789987789988,1.0853469911649762
Spanish,No,80/20,LR,"Lbfgs solver, small C",No,Yes,74.18306499701849,0.8117434441428658
Spanish,No,80/20,LR,"Lbfgs solver, small C",No,No,74.15818749152082,0.8818982677241008
Spanish,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,74.83005366726297,0.9751264564645442
Spanish,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,74.96947496947497,0.8973126495424161
Spanish,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,74.268038163387,0.733317485510992
Spanish,No,80/20,LR,"Lbfgs solver, standard C",No,No,74.52041785375118,0.787208966169898
Spanish,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,73.47048300536673,0.8502104109302663
Spanish,No,80/20,LR,"Lbfgs solver, large C",Yes,No,74.08085741419075,0.6283519182413776
Spanish,No,80/20,LR,"Lbfgs solver, large C",No,Yes,72.67590936195587,0.6792172665735169
Spanish,No,80/20,LR,"Lbfgs solver, large C",No,No,72.85714285714286,0.9317492802485065
Italian,All,60/40,Naive Bayes,Multinomial,Yes,Yes,79.55863380186052,0.5135839911257942
Italian,All,60/40,Naive Bayes,Multinomial,Yes,No,77.07448842991012,0.5800989479726323
Italian,All,60/40,Naive Bayes,Multinomial,No,Yes,79.4411624906634,0.53213756333508
Italian,All,60/40,Naive Bayes,Multinomial,No,No,80.56224899598394,0.4596953671603017
Italian,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,79.44998981462619,0.585298347897293
Italian,All,60/40,Naive Bayes,Bernoulli,Yes,No,77.67211703958692,0.41320572557215063
Italian,All,60/40,Naive Bayes,Bernoulli,No,Yes,79.3983839206899,0.5253080271234083
Italian,All,60/40,Naive Bayes,Bernoulli,No,No,77.77586536622681,0.6224798552469263
Italian,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,77.02043865009846,0.6608661603055623
Italian,All,60/40,SVM,"Linear kernel, small C",Yes,No,71.50937081659973,0.5767262130560353
Italian,All,60/40,SVM,"Linear kernel, small C",No,Yes,79.14918177497114,0.5068517138001649
Italian,All,60/40,SVM,"Linear kernel, small C",No,No,80.2008032128514,0.4605926233663191
Italian,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,80.12086643579819,0.477338847822937
Italian,All,60/40,SVM,"Linear kernel, standard C",Yes,No,81.24402371390323,0.39706467407502677
Italian,All,60/40,SVM,"Linear kernel, standard C",No,Yes,78.96788212127385,0.5673809857088924
Italian,All,60/40,SVM,"Linear kernel, standard C",No,No,80.08510231401797,0.5057001059033824
Italian,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,77.87668907448904,0.5682818773459739
Italian,All,60/40,SVM,"Linear kernel, large C",Yes,No,79.3215720022949,0.3615648966965682
Italian,All,60/40,SVM,"Linear kernel, large C",No,Yes,76.80043457594894,0.6334215626171477
Italian,All,60/40,SVM,"Linear kernel, large C",No,No,78.43182252820807,0.5384498162003221
Italian,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,74.91681944727371,2.9046534026454602
Italian,All,60/40,SVM,"RBF kernel, small C",Yes,No,68.03260661694397,0.5006805423892607
Italian,All,60/40,SVM,"RBF kernel, small C",No,Yes,71.15230528960413,0.5696462432139126
Italian,All,60/40,SVM,"RBF kernel, small C",No,No,70.85102314017976,0.5494051478417037
Italian,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,81.04501935221022,0.5524049736970575
Italian,All,60/40,SVM,"RBF kernel, standard C",Yes,No,81.74411933448077,0.3453327867335349
Italian,All,60/40,SVM,"RBF kernel, standard C",No,Yes,80.10117471311197,0.4711033594953676
Italian,All,60/40,SVM,"RBF kernel, standard C",No,No,81.00640657869573,0.4851079557778482
Italian,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,80.94044951449719,0.5314864251331717
Italian,All,60/40,SVM,"RBF kernel, large C",Yes,No,82.12086441002104,0.41211554707314535
Italian,All,60/40,SVM,"RBF kernel, large C",No,Yes,80.02784002172879,0.5795810283658899
Italian,All,60/40,SVM,"RBF kernel, large C",No,No,81.12306368330465,0.4411897238083356
Italian,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,77.14402118557751,0.6233168703670859
Italian,All,60/40,LR,"Liblinear solver, small C",Yes,No,70.92226047045324,0.5317578429965543
Italian,All,60/40,LR,"Liblinear solver, small C",No,Yes,78.14218781829294,0.6345560885345287
Italian,All,60/40,LR,"Liblinear solver, small C",No,No,78.87072097915471,0.3682443355222605
Italian,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,79.54505330345623,0.4867782237112064
Italian,All,60/40,LR,"Liblinear solver, standard C",Yes,No,79.53241537578887,0.43855533700315796
Italian,All,60/40,LR,"Liblinear solver, standard C",No,Yes,80.08012494058532,0.48279348575125075
Italian,All,60/40,LR,"Liblinear solver, standard C",No,No,81.01835915088927,0.5178546789806552
Italian,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,79.99185170095743,0.41803783652934784
Italian,All,60/40,LR,"Liblinear solver, large C",Yes,No,81.07334098297954,0.33075396131054996
Italian,All,60/40,LR,"Liblinear solver, large C",No,Yes,79.33523460310994,0.42996052157520476
Italian,All,60/40,LR,"Liblinear solver, large C",No,No,80.60671256454388,0.34094896315980106
Italian,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,76.96543763156107,0.5871603409068075
Italian,All,60/40,LR,"Lbfgs solver, small C",Yes,No,70.88162172499523,0.6616365967404786
Italian,All,60/40,LR,"Lbfgs solver, small C",No,Yes,77.85699735180282,0.44540208304864826
Italian,All,60/40,LR,"Lbfgs solver, small C",No,No,78.76075731497419,0.3906356757839128
Italian,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,79.68085828749915,0.5813571423269588
Italian,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,79.61178045515395,0.5597890052622885
Italian,All,60/40,LR,"Lbfgs solver, standard C",No,Yes,80.30012901473484,0.4578829243940101
Italian,All,60/40,LR,"Lbfgs solver, standard C",No,No,81.2124689233123,0.415475687517473
Italian,All,60/40,LR,"Lbfgs solver, large C",Yes,Yes,79.83363889454743,0.542887199860887
Italian,All,60/40,LR,"Lbfgs solver, large C",Yes,No,81.23254924459744,0.4215944359981968
Italian,All,60/40,LR,"Lbfgs solver, large C",No,Yes,79.42894004209954,0.48120075920459165
Italian,All,60/40,LR,"Lbfgs solver, large C",No,No,80.61292790208454,0.413483468468169
Italian,All,70/30,Naive Bayes,Multinomial,Yes,Yes,80.26797030599312,0.5669532228945474
Italian,All,70/30,Naive Bayes,Multinomial,Yes,No,77.59928603302097,0.7712421274325227
Italian,All,70/30,Naive Bayes,Multinomial,No,Yes,80.10320478001087,0.6787952326312933
Italian,All,70/30,Naive Bayes,Multinomial,No,No,81.18888251418372,0.49579146778470345
Italian,All,70/30,Naive Bayes,Bernoulli,Yes,Yes,79.9873257287706,0.4956200027808873
Italian,All,70/30,Naive Bayes,Bernoulli,Yes,No,78.50194428507682,0.5774861247560173
Italian,All,70/30,Naive Bayes,Bernoulli,No,Yes,79.71120767698714,0.6314634737058167
Italian,All,70/30,Naive Bayes,Bernoulli,No,No,78.65684962070505,0.6232734569038539
Italian,All,70/30,SVM,"Linear kernel, small C",Yes,Yes,76.93735288792323,0.9842396321081284
Italian,All,70/30,SVM,"Linear kernel, small C",Yes,No,72.28023203926818,0.7072755470674541
Italian,All,70/30,SVM,"Linear kernel, small C",No,Yes,79.72116603295311,0.7415693259182969
Italian,All,70/30,SVM,"Linear kernel, small C",No,No,80.37037037037037,0.4091409083540518
Italian,All,70/30,SVM,"Linear kernel, standard C",Yes,Yes,80.4843382219808,0.6182010756222732
Italian,All,70/30,SVM,"Linear kernel, standard C",Yes,No,81.47319436476063,0.4402324848369833
Italian,All,70/30,SVM,"Linear kernel, standard C",No,Yes,79.59985515118595,0.5893030435369285
Italian,All,70/30,SVM,"Linear kernel, standard C",No,No,80.83699878880601,0.5540301854018796
Italian,All,70/30,SVM,"Linear kernel, large C",Yes,Yes,78.57323918160421,0.5728089928742466
Italian,All,70/30,SVM,"Linear kernel, large C",Yes,No,80.17530439217187,0.42486131517541076
Italian,All,70/30,SVM,"Linear kernel, large C",No,Yes,77.60637334781822,0.6535239871836498
Italian,All,70/30,SVM,"Linear kernel, large C",No,No,79.30324472493147,0.5365030718403508
Italian,All,70/30,SVM,"RBF kernel, small C",Yes,Yes,75.35397428933551,2.1770328362853557
Italian,All,70/30,SVM,"RBF kernel, small C",Yes,No,68.19723337795627,0.5690549662610475
Italian,All,70/30,SVM,"RBF kernel, small C",No,Yes,71.66032953105196,0.9686271366932198
Italian,All,70/30,SVM,"RBF kernel, small C",No,No,71.7096959265634,0.607029547579745
Italian,All,70/30,SVM,"RBF kernel, standard C",Yes,Yes,81.50642766612349,0.6855563081787462
Italian,All,70/30,SVM,"RBF kernel, standard C",Yes,No,82.5473321858864,0.4951835750723119
Italian,All,70/30,SVM,"RBF kernel, standard C",No,Yes,80.81205866376969,0.570130333498629
Italian,All,70/30,SVM,"RBF kernel, standard C",No,No,81.55032829731624,0.5260644291169908
Italian,All,70/30,SVM,"RBF kernel, large C",Yes,Yes,81.78797754843382,0.6488740176553466
Italian,All,70/30,SVM,"RBF kernel, large C",Yes,No,82.73793587046599,0.4516521234283391
Italian,All,70/30,SVM,"RBF kernel, large C",No,Yes,80.73601303639326,0.6356254200736803
Italian,All,70/30,SVM,"RBF kernel, large C",No,No,81.82890291324026,0.5167071816284102
Italian,All,70/30,LR,"Liblinear solver, small C",Yes,Yes,77.25239905848271,0.566726620036733
Italian,All,70/30,LR,"Liblinear solver, small C",Yes,No,71.4578950723529,0.630700682881657
Italian,All,70/30,LR,"Liblinear solver, small C",No,Yes,78.2627195364838,0.4537024168049794
Italian,All,70/30,LR,"Liblinear solver, small C",No,No,79.15280168292216,0.5021573287611074
Italian,All,70/30,LR,"Liblinear solver, standard C",Yes,Yes,79.9004164403404,0.550852103016852
Italian,All,70/30,LR,"Liblinear solver, standard C",Yes,No,79.96940141518455,0.40685094038021136
Italian,All,70/30,LR,"Liblinear solver, standard C",No,Yes,80.7260546804273,0.5710033340677715
Italian,All,70/30,LR,"Liblinear solver, standard C",No,No,81.54267865111238,0.35458333632052685
Italian,All,70/30,LR,"Liblinear solver, large C",Yes,Yes,80.50153901864928,0.6565604773977167
Italian,All,70/30,LR,"Liblinear solver, large C",Yes,No,81.7594186268885,0.46027934776897034
Italian,All,70/30,LR,"Liblinear solver, large C",No,Yes,79.79268513489046,0.6369978195690615
Italian,All,70/30,LR,"Liblinear solver, large C",No,No,81.30235226620769,0.4863578662666346
Italian,All,70/30,LR,"Lbfgs solver, small C",Yes,Yes,77.22523990584827,0.47028504333269455
Italian,All,70/30,LR,"Lbfgs solver, small C",Yes,No,71.56562758972397,0.7002572081803172
Italian,All,70/30,LR,"Lbfgs solver, small C",No,Yes,78.42929567264169,0.8069225036401884
Italian,All,70/30,LR,"Lbfgs solver, small C",No,No,79.30770701855039,0.5573327516836354
Italian,All,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,80.1113525258012,0.495949195999975
Italian,All,70/30,LR,"Lbfgs solver, standard C",Yes,No,79.93242812519921,0.44591522643464077
Italian,All,70/30,LR,"Lbfgs solver, standard C",No,Yes,80.8129639688575,0.6235696630853166
Italian,All,70/30,LR,"Lbfgs solver, standard C",No,No,81.60196340919232,0.5557801798167449
Italian,All,70/30,LR,"Lbfgs solver, large C",Yes,Yes,80.69799022270504,0.5264495306206313
Italian,All,70/30,LR,"Lbfgs solver, large C",Yes,No,81.69057181105374,0.33519822747365635
Italian,All,70/30,LR,"Lbfgs solver, large C",No,Yes,79.76824189751946,0.45035159124698176
Italian,All,70/30,LR,"Lbfgs solver, large C",No,No,81.30426467775865,0.44043058360575765
Italian,All,80/20,Naive Bayes,Multinomial,Yes,Yes,80.58927359131025,0.6379551606904962
Italian,All,80/20,Naive Bayes,Multinomial,Yes,No,77.8714859437751,0.6759315848480868
Italian,All,80/20,Naive Bayes,Multinomial,No,Yes,80.16564833672777,0.7838788547566781
Italian,All,80/20,Naive Bayes,Multinomial,No,No,81.25358577165807,0.6572504226549531
Italian,All,80/20,Naive Bayes,Bernoulli,Yes,Yes,80.34351663272234,0.7362876517186663
Italian,All,80/20,Naive Bayes,Bernoulli,Yes,No,79.14037100784088,0.7941204151272689
Italian,All,80/20,Naive Bayes,Bernoulli,No,Yes,80.21588594704684,0.8962037651324397
Italian,All,80/20,Naive Bayes,Bernoulli,No,No,79.30961943010136,0.6991805995375238
Italian,All,80/20,SVM,"Linear kernel, small C",Yes,Yes,77.45689069925322,0.7553128055855534
Italian,All,80/20,SVM,"Linear kernel, small C",Yes,No,73.02925989672978,0.7630812142668756
Italian,All,80/20,SVM,"Linear kernel, small C",No,Yes,80.24439918533605,0.7083522884035438
Italian,All,80/20,SVM,"Linear kernel, small C",No,No,81.07955632052017,0.6347578862719215
Italian,All,80/20,SVM,"Linear kernel, standard C",Yes,Yes,81.43788187372708,0.6977035004519112
Italian,All,80/20,SVM,"Linear kernel, standard C",Yes,No,81.899024670109,0.6812172158237333
Italian,All,80/20,SVM,"Linear kernel, standard C",No,Yes,80.33536999321113,0.7575063174969514
Italian,All,80/20,SVM,"Linear kernel, standard C",No,No,81.52132338879326,0.6209463103061534
Italian,All,80/20,SVM,"Linear kernel, large C",Yes,Yes,79.39850644942294,0.8825356864045363
Italian,All,80/20,SVM,"Linear kernel, large C",Yes,No,81.02122776821572,0.6058899715973789
Italian,All,80/20,SVM,"Linear kernel, large C",No,Yes,78.3408010862186,1.015991884857108
Italian,All,80/20,SVM,"Linear kernel, large C",No,No,79.85752533945305,0.6818452146229956
Italian,All,80/20,SVM,"RBF kernel, small C",Yes,Yes,77.10930074677529,1.1089135421868002
Italian,All,80/20,SVM,"RBF kernel, small C",Yes,No,68.49493210938994,0.8611104013053476
Italian,All,80/20,SVM,"RBF kernel, small C",No,Yes,72.34351663272234,0.8580006019283886
Italian,All,80/20,SVM,"RBF kernel, small C",No,No,72.2451711608338,0.8735685942333792
Italian,All,80/20,SVM,"RBF kernel, standard C",Yes,Yes,82.28241683638832,0.7960858946586633
Italian,All,80/20,SVM,"RBF kernel, standard C",Yes,No,83.09236947791165,0.5472765651055957
Italian,All,80/20,SVM,"RBF kernel, standard C",No,Yes,81.19755600814663,0.6598101683886957
Italian,All,80/20,SVM,"RBF kernel, standard C",No,No,82.22700325109963,0.580737553216104
Italian,All,80/20,SVM,"RBF kernel, large C",Yes,Yes,82.50644942294637,0.8685548649000319
Italian,All,80/20,SVM,"RBF kernel, large C",Yes,No,83.43947217441193,0.6270881550691098
Italian,All,80/20,SVM,"RBF kernel, large C",No,Yes,81.53292600135778,0.7454619031862862
Italian,All,80/20,SVM,"RBF kernel, large C",No,No,82.77490916045133,0.6334176088492182
Italian,All,80/20,LR,"Liblinear solver, small C",Yes,Yes,77.51663272233537,1.0649075844751472
Italian,All,80/20,LR,"Liblinear solver, small C",Yes,No,72.18110537387646,0.8478185780300709
Italian,All,80/20,LR,"Liblinear solver, small C",No,Yes,78.6978954514596,0.6963354476914558
Italian,All,80/20,LR,"Liblinear solver, small C",No,No,79.44540065021992,0.6175852968113282
Italian,All,80/20,LR,"Liblinear solver, standard C",Yes,Yes,80.22267481330618,0.8426768384625555
Italian,All,80/20,LR,"Liblinear solver, standard C",Yes,No,80.19124115509658,0.5891323707310027
Italian,All,80/20,LR,"Liblinear solver, standard C",No,Yes,81.36863543788188,0.626997485949133
Italian,All,80/20,LR,"Liblinear solver, standard C",No,No,82.00803212851406,0.5095691766091801
Italian,All,80/20,LR,"Liblinear solver, large C",Yes,Yes,81.37406653088934,0.9017904321523065
Italian,All,80/20,LR,"Liblinear solver, large C",Yes,No,82.36756550009562,0.6554598849139689
Italian,All,80/20,LR,"Liblinear solver, large C",No,Yes,80.57162253903599,0.7656050324076673
Italian,All,80/20,LR,"Liblinear solver, large C",No,No,82.07018550392044,0.7720307819609361
Italian,All,80/20,LR,"Lbfgs solver, small C",Yes,Yes,77.4786150712831,0.908201960804559
Italian,All,80/20,LR,"Lbfgs solver, small C",Yes,No,72.22700325109963,0.9094508649516477
Italian,All,80/20,LR,"Lbfgs solver, small C",No,Yes,78.76171079429736,0.6530115942149421
Italian,All,80/20,LR,"Lbfgs solver, small C",No,No,79.67297762478485,0.7038188789845677
Italian,All,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,80.42226748133062,0.8498264076063764
Italian,All,80/20,LR,"Lbfgs solver, standard C",Yes,No,79.9502772996749,0.5799185445706899
Italian,All,80/20,LR,"Lbfgs solver, standard C",No,Yes,81.38628649015614,0.6549260944598996
Italian,All,80/20,LR,"Lbfgs solver, standard C",No,No,81.98508318990247,0.5803131169046398
Italian,All,80/20,LR,"Lbfgs solver, large C",Yes,Yes,81.3102511880516,0.8243738593023251
Italian,All,80/20,LR,"Lbfgs solver, large C",Yes,No,82.26333907056798,0.46170021814431544
Italian,All,80/20,LR,"Lbfgs solver, large C",No,Yes,80.65037338764427,0.7301858013666355
Italian,All,80/20,LR,"Lbfgs solver, large C",No,No,81.7766303308472,0.661432851158182
Italian,No,60/40,Naive Bayes,Multinomial,Yes,Yes,78.85380593467781,0.5793155618727466
Italian,No,60/40,Naive Bayes,Multinomial,Yes,No,76.73075083692014,0.5394444554561235
Italian,No,60/40,Naive Bayes,Multinomial,No,Yes,78.61682623752291,0.5321501118890141
Italian,No,60/40,Naive Bayes,Multinomial,No,No,79.89335246293639,0.41436252588588934
Italian,No,60/40,Naive Bayes,Bernoulli,Yes,Yes,78.50275005092686,0.5109699668986393
Italian,No,60/40,Naive Bayes,Bernoulli,Yes,No,76.99426111908178,0.5754289658801031
Italian,No,60/40,Naive Bayes,Bernoulli,No,Yes,78.37305629116588,0.5793748393573072
Italian,No,60/40,Naive Bayes,Bernoulli,No,No,77.17216642754663,0.6001315376841125
Italian,No,60/40,SVM,"Linear kernel, small C",Yes,Yes,76.27962246214436,0.7497809967657071
Italian,No,60/40,SVM,"Linear kernel, small C",Yes,No,71.31468197034911,0.5185631809002912
Italian,No,60/40,SVM,"Linear kernel, small C",No,Yes,78.42466218510219,0.6345049732158696
Italian,No,60/40,SVM,"Linear kernel, small C",No,No,79.45145863223338,0.42051784765203865
Italian,No,60/40,SVM,"Linear kernel, standard C",Yes,Yes,79.14035445100835,0.5101810443646648
Italian,No,60/40,SVM,"Linear kernel, standard C",Yes,No,80.33859397417504,0.3517078248008522
Italian,No,60/40,SVM,"Linear kernel, standard C",No,Yes,77.92218374414341,0.600812626363424
Italian,No,60/40,SVM,"Linear kernel, standard C",No,No,79.69488283118125,0.41332057166703734
Italian,No,60/40,SVM,"Linear kernel, large C",Yes,Yes,76.72709988456576,0.550432354305547
Italian,No,60/40,SVM,"Linear kernel, large C",Yes,No,78.48493543758967,0.3205387281936359
Italian,No,60/40,SVM,"Linear kernel, large C",No,Yes,75.6847966320364,0.6813468448041886
Italian,No,60/40,SVM,"Linear kernel, large C",No,No,77.72835963653755,0.49196807547144117
Italian,No,60/40,SVM,"RBF kernel, small C",Yes,Yes,72.0133088884362,4.379691894716168
Italian,No,60/40,SVM,"RBF kernel, small C",Yes,No,68.1037780966045,0.523123082187126
Italian,No,60/40,SVM,"RBF kernel, small C",No,Yes,69.51857133156787,0.833551431550286
Italian,No,60/40,SVM,"RBF kernel, small C",No,No,69.87374461979914,0.3961060884368637
Italian,No,60/40,SVM,"RBF kernel, standard C",Yes,Yes,80.41760032593196,0.6227691154242705
Italian,No,60/40,SVM,"RBF kernel, standard C",Yes,No,81.23194643711143,0.4505858599505001
Italian,No,60/40,SVM,"RBF kernel, standard C",No,Yes,79.61567189515856,0.6325308763309541
Italian,No,60/40,SVM,"RBF kernel, standard C",No,No,80.44093735054997,0.3921898434324896
Italian,No,60/40,SVM,"RBF kernel, large C",Yes,Yes,80.15142255720785,0.5497234979674837
Italian,No,60/40,SVM,"RBF kernel, large C",Yes,No,81.79292204686753,0.29987400481090426
Italian,No,60/40,SVM,"RBF kernel, large C",No,Yes,79.10436613023698,0.5270579853079296
Italian,No,60/40,SVM,"RBF kernel, large C",No,No,80.70349115255858,0.36016086416154286
Italian,No,60/40,LR,"Liblinear solver, small C",Yes,Yes,76.45752699124057,0.5689529422364287
Italian,No,60/40,LR,"Liblinear solver, small C",Yes,No,70.91726446676232,0.6606907830413642
Italian,No,60/40,LR,"Liblinear solver, small C",No,Yes,77.15556460922116,0.5067105362924053
Italian,No,60/40,LR,"Liblinear solver, small C",No,No,78.24438067910091,0.47827528358672744
Italian,No,60/40,LR,"Liblinear solver, standard C",Yes,Yes,78.85584300943844,0.5890775830792435
Italian,No,60/40,LR,"Liblinear solver, standard C",Yes,No,78.9430894308943,0.5328328356641524
Italian,No,60/40,LR,"Liblinear solver, standard C",No,Yes,79.11658857880084,0.5619414872769255
Italian,No,60/40,LR,"Liblinear solver, standard C",No,No,80.5040650406504,0.4546007005718424
Italian,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,79.01948801521016,0.5774352941265467
Italian,No,60/40,LR,"Liblinear solver, large C",Yes,No,80.45958871353419,0.40970787114256063
Italian,No,60/40,LR,"Liblinear solver, large C",No,Yes,78.38595776464996,0.6083645935987588
Italian,No,60/40,LR,"Liblinear solver, large C",No,No,79.91869918699187,0.3750261991115933
Italian,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,76.40320499762342,0.6451669563638633
Italian,No,60/40,LR,"Lbfgs solver, small C",Yes,No,70.79674796747967,0.4886878045780455
Italian,No,60/40,LR,"Lbfgs solver, small C",No,Yes,77.21871392680112,0.5691838570616544
Italian,No,60/40,LR,"Lbfgs solver, small C",No,No,78.19512195121952,0.42123825398874687
Italian,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,78.73429754872004,0.5405746641152847
Italian,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,78.74940219990435,0.39168547877235654
Italian,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,79.03646363821552,0.5432262288230485
Italian,No,60/40,LR,"Lbfgs solver, standard C",No,No,80.43711142993783,0.41748638703128205
Italian,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,78.99504311808244,0.5598917248813932
Italian,No,60/40,LR,"Lbfgs solver, large C",Yes,No,80.4519368723099,0.38761717065877516
Italian,No,60/40,LR,"Lbfgs solver, large C",No,Yes,78.36966116656481,0.5043725652439888
Italian,No,60/40,LR,"Lbfgs solver, large C",No,No,79.91822094691535,0.4438790578063471
Italian,No,70/30,Naive Bayes,Multinomial,Yes,Yes,79.19427847184501,0.6591509475117816
Italian,No,70/30,Naive Bayes,Multinomial,Yes,No,77.06452435603163,0.5768578294528268
