Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Italian,No,70/30,Naive Bayes,Multinomial,No,Yes,79.12728589534673,0.5939890078859766
Italian,No,70/30,Naive Bayes,Multinomial,No,No,80.29711808212191,0.5053981040034337
Italian,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,79.00325909831614,0.6794225825097457
Italian,No,70/30,Naive Bayes,Bernoulli,Yes,No,78.02473858709513,0.5282183401184947
Italian,No,70/30,Naive Bayes,Bernoulli,No,Yes,79.00869092884302,0.6304502978296224
Italian,No,70/30,Naive Bayes,Bernoulli,No,No,77.98138230043357,0.5677489524469574
Italian,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,76.60239000543183,0.7991009638066405
Italian,No,70/30,SVM,"Linear kernel, small C",Yes,No,71.94848252996685,0.6148595811975868
Italian,No,70/30,SVM,"Linear kernel, small C",No,Yes,78.86836864023176,0.5771001324740043
Italian,No,70/30,SVM,"Linear kernel, small C",No,No,79.79023208365213,0.5935390697855346
Italian,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,79.82980264349085,0.5733593412750017
Italian,No,70/30,SVM,"Linear kernel, standard C",Yes,No,80.90410609538384,0.5069036284033694
Italian,No,70/30,SVM,"Linear kernel, standard C",No,Yes,78.45917074053956,0.6606079544812836
Italian,No,70/30,SVM,"Linear kernel, standard C",No,No,80.39275694975771,0.4608476355801542
Italian,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,77.51403222886113,0.7867893463353125
Italian,No,70/30,SVM,"Linear kernel, large C",Yes,No,79.34965570007651,0.49213512950962435
Italian,No,70/30,SVM,"Linear kernel, large C",No,Yes,76.64222342929567,0.709963147840389
Italian,No,70/30,SVM,"Linear kernel, large C",No,No,78.40538128028564,0.5582870553664966
Italian,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,73.99692196270144,2.623565063628195
Italian,No,70/30,SVM,"RBF kernel, small C",Yes,No,68.44299923488906,0.45965431247306543
Italian,No,70/30,SVM,"RBF kernel, small C",No,Yes,70.29241354336412,0.8491707475777706
Italian,No,70/30,SVM,"RBF kernel, small C",No,No,70.24738587095129,0.5290059436409337
Italian,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,81.13163135976824,0.6592667006239403
Italian,No,70/30,SVM,"RBF kernel, standard C",Yes,No,81.954220862025,0.4254529319293163
Italian,No,70/30,SVM,"RBF kernel, standard C",No,Yes,80.0923411189571,0.6022080020717855
Italian,No,70/30,SVM,"RBF kernel, standard C",No,No,81.0431012496812,0.545171823574603
Italian,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,80.99764620677168,0.5872536284917794
Italian,No,70/30,SVM,"RBF kernel, large C",Yes,No,82.22073450650345,0.5369363158799376
Italian,No,70/30,SVM,"RBF kernel, large C",No,Yes,79.93300742350172,0.6704680535796055
Italian,No,70/30,SVM,"RBF kernel, large C",No,No,81.55763835756184,0.5342824552530937
Italian,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,76.63045446315408,0.7554472198046724
Italian,No,70/30,LR,"Liblinear solver, small C",Yes,No,71.64562611578678,0.4995617493053008
Italian,No,70/30,LR,"Liblinear solver, small C",No,Yes,77.40992214376244,0.7034559817682671
Italian,No,70/30,LR,"Liblinear solver, small C",No,No,78.41048201989288,0.510939884241648
Italian,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,79.35361216730038,0.6720847250584341
Italian,No,70/30,LR,"Liblinear solver, standard C",Yes,No,79.28780923233869,0.46553659756899446
Italian,No,70/30,LR,"Liblinear solver, standard C",No,Yes,79.58537026978091,0.5995553391199874
Italian,No,70/30,LR,"Liblinear solver, standard C",No,No,80.99018107625606,0.4954688795839801
Italian,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,79.76643128734383,0.5898753738190593
Italian,No,70/30,LR,"Liblinear solver, large C",Yes,No,81.17189492476409,0.481869457616244
Italian,No,70/30,LR,"Liblinear solver, large C",No,Yes,78.93988774216912,0.7377298926029072
Italian,No,70/30,LR,"Liblinear solver, large C",No,No,80.52346340219331,0.4592776728066696
Italian,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,76.53811334419699,0.5037137751629439
Italian,No,70/30,LR,"Lbfgs solver, small C",Yes,No,71.18145881152768,0.6662603890946203
Italian,No,70/30,LR,"Lbfgs solver, small C",No,Yes,77.74035850081478,0.746364840210233
Italian,No,70/30,LR,"Lbfgs solver, small C",No,No,78.60941086457537,0.49322472560889913
Italian,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,79.09016838674633,0.6346723258026534
Italian,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,79.2903596021423,0.4861395720738677
Italian,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,80.1240267970306,0.7902456768568409
Italian,No,70/30,LR,"Lbfgs solver, standard C",No,No,80.8875286916603,0.5027065796372465
Italian,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,79.47673365924317,0.5604375820923214
Italian,No,70/30,LR,"Lbfgs solver, large C",Yes,No,81.07689364957919,0.45871327944551715
Italian,No,70/30,LR,"Lbfgs solver, large C",No,Yes,79.10193735288793,0.7270349928606482
Italian,No,70/30,LR,"Lbfgs solver, large C",No,No,80.67712318286152,0.4583074218103511
Italian,No,80/20,Naive Bayes,Multinomial,Yes,Yes,79.663272233537,0.8828759710227436
Italian,No,80/20,Naive Bayes,Multinomial,Yes,No,77.63175514108082,0.8249151593304345
Italian,No,80/20,Naive Bayes,Multinomial,No,Yes,79.36591989137814,0.6114831356319486
Italian,No,80/20,Naive Bayes,Multinomial,No,No,80.82544237207078,0.5834888481124451
Italian,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,79.33604887983707,0.8661416902026203
Italian,No,80/20,Naive Bayes,Bernoulli,Yes,No,78.37972262075562,0.48219869245190367
Italian,No,80/20,Naive Bayes,Bernoulli,No,Yes,79.43652410047522,0.784181695478549
Italian,No,80/20,Naive Bayes,Bernoulli,No,No,78.67623146819703,0.7386629001625776
Italian,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,77.10522742701968,0.9387202451556669
Italian,No,80/20,SVM,"Linear kernel, small C",Yes,No,72.56814921090387,0.777985401144759
Italian,No,80/20,SVM,"Linear kernel, small C",No,Yes,79.41751527494908,0.923432799867928
Italian,No,80/20,SVM,"Linear kernel, small C",No,No,79.88139646102343,0.5595463865119137
Italian,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,80.316361167685,0.8440302573499264
Italian,No,80/20,SVM,"Linear kernel, standard C",Yes,No,81.1793400286944,0.5964186614372959
Italian,No,80/20,SVM,"Linear kernel, standard C",No,Yes,79.24915139171758,0.8077296944334273
Italian,No,80/20,SVM,"Linear kernel, standard C",No,No,80.91343854615018,0.610148361064424
Italian,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,78.3122878479294,0.9109277197288181
Italian,No,80/20,SVM,"Linear kernel, large C",Yes,No,80.45624103299856,0.4655798829947126
Italian,No,80/20,SVM,"Linear kernel, large C",No,Yes,77.31568228105907,0.948205678582369
Italian,No,80/20,SVM,"Linear kernel, large C",No,No,79.53132472501196,0.6241454737851296
Italian,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,75.96198234894773,1.3628885080236022
Italian,No,80/20,SVM,"RBF kernel, small C",Yes,No,68.42180774748924,0.6399759536286957
Italian,No,80/20,SVM,"RBF kernel, small C",No,Yes,70.51731160896131,0.9049233736689651
Italian,No,80/20,SVM,"RBF kernel, small C",No,No,70.80726924916308,0.7671989420549855
Italian,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,81.9633401221996,0.6192665686530753
Italian,No,80/20,SVM,"RBF kernel, standard C",Yes,No,82.69440459110473,0.5252938386082585
Italian,No,80/20,SVM,"RBF kernel, standard C",No,Yes,81.010183299389,0.9529635216062546
Italian,No,80/20,SVM,"RBF kernel, standard C",No,No,81.72835963653755,0.6313526053172152
Italian,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,81.83299389002036,0.9709609276440055
Italian,No,80/20,SVM,"RBF kernel, large C",Yes,No,82.97465327594452,0.6473241066450174
Italian,No,80/20,SVM,"RBF kernel, large C",No,Yes,80.76578411405295,0.8225894418129517
Italian,No,80/20,SVM,"RBF kernel, large C",No,No,82.1922525107604,0.5536222869538199
Italian,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,77.02511880515954,0.7379796863766553
Italian,No,80/20,LR,"Liblinear solver, small C",Yes,No,72.09373505499761,0.7500675394282402
Italian,No,80/20,LR,"Liblinear solver, small C",No,Yes,77.67277664630006,0.8868072787847088
Italian,No,80/20,LR,"Liblinear solver, small C",No,No,78.61501673840267,0.5343811812531152
Italian,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,79.49762389680923,0.8813452785057513
Italian,No,80/20,LR,"Liblinear solver, standard C",Yes,No,79.5169775227164,0.5055027174006772
Italian,No,80/20,LR,"Liblinear solver, standard C",No,Yes,80.45621181262729,0.5943755721471728
Italian,No,80/20,LR,"Liblinear solver, standard C",No,No,81.52845528455285,0.6102344410295681
Italian,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,80.28105906313645,0.8536463041079627
Italian,No,80/20,LR,"Liblinear solver, large C",Yes,No,81.87948350071736,0.6236183318052603
Italian,No,80/20,LR,"Liblinear solver, large C",No,Yes,79.90224032586558,0.9324623258028168
Italian,No,80/20,LR,"Liblinear solver, large C",No,No,81.34768053562888,0.7186643596410413
Italian,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,76.87033265444671,0.8767730573363369
Italian,No,80/20,LR,"Lbfgs solver, small C",Yes,No,72.02678144428504,0.6171647470894872
Italian,No,80/20,LR,"Lbfgs solver, small C",No,Yes,77.90631364562118,0.6992148132648396
Italian,No,80/20,LR,"Lbfgs solver, small C",No,No,78.78048780487805,0.6104585021953833
Italian,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,79.72572980312287,0.606527488298393
Italian,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,79.55810616929699,0.714866293068521
Italian,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,80.47929395790902,0.7834955752924316
Italian,No,80/20,LR,"Lbfgs solver, standard C",No,No,81.40411286465806,0.6414906777484876
Italian,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,80.29599456890699,0.7846813094264652
Italian,No,80/20,LR,"Lbfgs solver, large C",Yes,No,81.92252510760402,0.6106096388808754
Italian,No,80/20,LR,"Lbfgs solver, large C",No,Yes,79.77189409368636,0.717787987472227
Italian,No,80/20,LR,"Lbfgs solver, large C",No,No,81.117168818747,0.6183229603820962
Portuguese,All,60/40,Naive Bayes,Multinomial,Yes,Yes,78.37123991195891,0.876904157263421
Portuguese,All,60/40,Naive Bayes,Multinomial,Yes,No,93.90969527419307,0.14945150018095535
Portuguese,All,60/40,Naive Bayes,Multinomial,No,Yes,78.16091954022988,0.9570487405300231
Portuguese,All,60/40,Naive Bayes,Multinomial,No,No,94.17471347351322,0.2049791154267274
Portuguese,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,77.27561751039374,1.6404280844402686
Portuguese,All,60/40,Naive Bayes,Bernoulli,Yes,No,93.8059140270132,0.12903619570237956
Portuguese,All,60/40,Naive Bayes,Bernoulli,No,Yes,77.41257031058939,1.567026400822189
Portuguese,All,60/40,Naive Bayes,Bernoulli,No,No,93.79598712510905,0.1922388635221895
Portuguese,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,75.0599168500856,3.5124041468301255
Portuguese,All,60/40,SVM,"Linear kernel, small C",Yes,No,94.04175315103932,0.2184163155108946
Portuguese,All,60/40,SVM,"Linear kernel, small C",No,Yes,79.66006358522866,1.3261820872849057
Portuguese,All,60/40,SVM,"Linear kernel, small C",No,No,95.11115121980568,0.16105005351959858
Portuguese,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,80.9855710442651,1.0289665301694582
Portuguese,All,60/40,SVM,"Linear kernel, standard C",Yes,No,95.24651806395332,0.1612243338186783
Portuguese,All,60/40,SVM,"Linear kernel, standard C",No,Yes,80.16874541452678,0.8973563402035991
Portuguese,All,60/40,SVM,"Linear kernel, standard C",No,No,94.7215955238697,0.14283376644885581
Portuguese,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,78.27097089752996,1.1080075312364281
Portuguese,All,60/40,SVM,"Linear kernel, large C",Yes,No,94.22013657010498,0.18858118132077514
Portuguese,All,60/40,SVM,"Linear kernel, large C",No,Yes,78.61579848373685,1.2849597188092867
Portuguese,All,60/40,SVM,"Linear kernel, large C",No,No,93.5682700117318,0.18767682098277721
Portuguese,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,52.42602103203718,4.783278646972237
Portuguese,All,60/40,SVM,"RBF kernel, small C",Yes,No,93.93616701260416,0.14195778896447994
Portuguese,All,60/40,SVM,"RBF kernel, small C",No,Yes,68.23673269748105,4.330205832997396
Portuguese,All,60/40,SVM,"RBF kernel, small C",No,No,93.7953854946906,0.1769335280301316
Portuguese,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,80.7972609439961,0.9735087962583007
Portuguese,All,60/40,SVM,"RBF kernel, standard C",Yes,No,95.194777847968,0.16074984941484194
Portuguese,All,60/40,SVM,"RBF kernel, standard C",No,Yes,79.65761799951088,0.9614218824531922
Portuguese,All,60/40,SVM,"RBF kernel, standard C",No,No,95.23057485786481,0.15828544666033206
Portuguese,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,80.831499144045,0.852766185741146
Portuguese,All,60/40,SVM,"RBF kernel, large C",Yes,No,95.22245284721595,0.17581684198019132
Portuguese,All,60/40,SVM,"RBF kernel, large C",No,Yes,80.61873318659819,0.9867932885050693
Portuguese,All,60/40,SVM,"RBF kernel, large C",No,No,95.28742893240683,0.1358617658415833
Portuguese,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,78.47884568354121,1.5349052890993073
Portuguese,All,60/40,LR,"Liblinear solver, small C",Yes,No,93.82937761333213,0.1614114752662713
Portuguese,All,60/40,LR,"Liblinear solver, small C",No,Yes,78.84568354120812,1.3032613413380485
Portuguese,All,60/40,LR,"Liblinear solver, small C",No,No,94.65030231928526,0.16970148532574342
Portuguese,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,80.62362435803375,0.8895032305192185
Portuguese,All,60/40,LR,"Liblinear solver, standard C",Yes,No,94.7537827512559,0.18821747188135107
Portuguese,All,60/40,LR,"Liblinear solver, standard C",No,Yes,80.85106382978724,0.9835746992423977
Portuguese,All,60/40,LR,"Liblinear solver, standard C",No,No,95.23448545558463,0.16391911606159598
Portuguese,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,80.831499144045,0.9096381841760663
Portuguese,All,60/40,LR,"Liblinear solver, large C",Yes,No,95.07595584032728,0.17001699243888646
Portuguese,All,60/40,LR,"Liblinear solver, large C",No,Yes,80.43531425776473,1.0481346683121302
Portuguese,All,60/40,LR,"Liblinear solver, large C",No,No,94.97127214751978,0.18315626925553166
Portuguese,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,78.70873074101247,1.5553352343300417
Portuguese,All,60/40,LR,"Lbfgs solver, small C",Yes,No,93.82275967872935,0.1663647751244731
Portuguese,All,60/40,LR,"Lbfgs solver, small C",No,Yes,78.90193201271705,1.2317019709329284
Portuguese,All,60/40,LR,"Lbfgs solver, small C",No,No,94.60096862497367,0.1950695836458344
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,80.33993641477133,0.9595957143557744
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,94.73844117558583,0.18082308450316392
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",No,Yes,80.49889948642699,1.1127410382349079
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",No,No,95.21553409740396,0.15993279632239624
Portuguese,All,60/40,LR,"Lbfgs solver, large C",Yes,Yes,80.55270237221815,0.9318136427348719
Portuguese,All,60/40,LR,"Lbfgs solver, large C",Yes,No,95.00285774448756,0.1486072908141389
Portuguese,All,60/40,LR,"Lbfgs solver, large C",No,Yes,80.3912937148447,1.1163271860656374
Portuguese,All,60/40,LR,"Lbfgs solver, large C",No,No,95.01850013536685,0.14626571225447332
Portuguese,All,70/30,Naive Bayes,Multinomial,Yes,Yes,78.78343118069145,1.4290943871434023
Portuguese,All,70/30,Naive Bayes,Multinomial,Yes,No,93.90687041270606,0.21146273962687984
Portuguese,All,70/30,Naive Bayes,Multinomial,No,Yes,78.85844748858447,1.5796094318230696
Portuguese,All,70/30,Naive Bayes,Multinomial,No,No,94.17599165764248,0.23901053013093604
Portuguese,All,70/30,Naive Bayes,Bernoulli,Yes,Yes,78.19960861056751,1.488682075576725
Portuguese,All,70/30,Naive Bayes,Bernoulli,Yes,No,93.82505113704728,0.16401884581494783
Portuguese,All,70/30,Naive Bayes,Bernoulli,No,Yes,78.01696020874103,1.213528528972848
Portuguese,All,70/30,Naive Bayes,Bernoulli,No,No,93.76368668030321,0.27051386012460477
Portuguese,All,70/30,SVM,"Linear kernel, small C",Yes,Yes,74.40965427266798,3.2765878192910054
Portuguese,All,70/30,SVM,"Linear kernel, small C",Yes,No,94.13949384350057,0.23559086645626665
Portuguese,All,70/30,SVM,"Linear kernel, small C",No,Yes,80.3228962818004,0.9162155677829907
Portuguese,All,70/30,SVM,"Linear kernel, small C",No,No,95.12333052580917,0.20883894387974744
Portuguese,All,70/30,SVM,"Linear kernel, standard C",Yes,Yes,81.07958251793868,1.0536864290223888
Portuguese,All,70/30,SVM,"Linear kernel, standard C",Yes,No,95.27654113022902,0.19204037549316158
Portuguese,All,70/30,SVM,"Linear kernel, standard C",No,Yes,80.12393998695369,1.1427440527698065
Portuguese,All,70/30,SVM,"Linear kernel, standard C",No,No,94.7655717322424,0.22462502343573842
Portuguese,All,70/30,SVM,"Linear kernel, large C",Yes,Yes,78.62687540769733,1.2723227432847344
Portuguese,All,70/30,SVM,"Linear kernel, large C",Yes,No,94.2140937713071,0.225318477139373
Portuguese,All,70/30,SVM,"Linear kernel, large C",No,Yes,79.2726679712981,1.3575364672414159
Portuguese,All,70/30,SVM,"Linear kernel, large C",No,No,93.66502225965588,0.1816485862719574
Portuguese,All,70/30,SVM,"RBF kernel, small C",Yes,Yes,58.18003913894325,7.605947867567089
Portuguese,All,70/30,SVM,"RBF kernel, small C",Yes,No,93.94537360125135,0.21389922681251378
Portuguese,All,70/30,SVM,"RBF kernel, small C",No,Yes,68.21917808219177,3.741161019696409
Portuguese,All,70/30,SVM,"RBF kernel, small C",No,No,93.88801989331408,0.20423025495929548
Portuguese,All,70/30,SVM,"RBF kernel, standard C",Yes,Yes,81.28180039138942,0.9912619990807866
Portuguese,All,70/30,SVM,"RBF kernel, standard C",Yes,No,95.29218305057555,0.19183880239097537
Portuguese,All,70/30,SVM,"RBF kernel, standard C",No,Yes,79.99673842139596,1.1916626782535604
Portuguese,All,70/30,SVM,"RBF kernel, standard C",No,No,95.2969959491437,0.17697076006232154
Portuguese,All,70/30,SVM,"RBF kernel, large C",Yes,Yes,81.13502935420743,1.2620883647753711
Portuguese,All,70/30,SVM,"RBF kernel, large C",Yes,No,95.28937552641078,0.21569696040177347
Portuguese,All,70/30,SVM,"RBF kernel, large C",No,Yes,81.29810828440965,1.1766212914457035
Portuguese,All,70/30,SVM,"RBF kernel, large C",No,No,95.33750451209241,0.17283248185979028
Portuguese,All,70/30,LR,"Liblinear solver, small C",Yes,Yes,78.71819960861056,1.683380573324866
Portuguese,All,70/30,LR,"Liblinear solver, small C",Yes,No,93.84751133036538,0.22373091940618742
Portuguese,All,70/30,LR,"Liblinear solver, small C",No,Yes,79.5662100456621,1.08869796321429
Portuguese,All,70/30,LR,"Liblinear solver, small C",No,No,94.67613203385072,0.21229055160269783
Portuguese,All,70/30,LR,"Liblinear solver, standard C",Yes,Yes,80.68819308545336,1.0270303341041138
Portuguese,All,70/30,LR,"Liblinear solver, standard C",Yes,No,94.83295231219668,0.24395557183469974
Portuguese,All,70/30,LR,"Liblinear solver, standard C",No,Yes,80.78277886497065,1.0248152800584942
Portuguese,All,70/30,LR,"Liblinear solver, standard C",No,No,95.20033690289978,0.19915282439054977
Portuguese,All,70/30,LR,"Liblinear solver, large C",Yes,Yes,81.05348988910633,1.1104358397718577
Portuguese,All,70/30,LR,"Liblinear solver, large C",Yes,No,95.12012192676373,0.2303569995029633
Portuguese,All,70/30,LR,"Liblinear solver, large C",No,Yes,81.1545988258317,1.3559588578628023
Portuguese,All,70/30,LR,"Liblinear solver, large C",No,No,94.95528015080416,0.23719586169609577
Portuguese,All,70/30,LR,"Lbfgs solver, small C",Yes,Yes,78.63666014350946,1.4493380400149538
Portuguese,All,70/30,LR,"Lbfgs solver, small C",Yes,No,93.83186941001885,0.18989149954122037
Portuguese,All,70/30,LR,"Lbfgs solver, small C",No,Yes,79.02478799739073,1.2081162486925447
Portuguese,All,70/30,LR,"Lbfgs solver, small C",No,No,94.7699835559299,0.2608209875446214
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,80.80234833659492,1.3551795151112396
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",Yes,No,94.88388882204308,0.23345081568450335
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",No,Yes,81.1839530332681,1.1408405261706493
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",No,No,95.19472185457025,0.20288137091363279
Portuguese,All,70/30,LR,"Lbfgs solver, large C",Yes,Yes,80.8382257012394,1.0497940654257052
Portuguese,All,70/30,LR,"Lbfgs solver, large C",Yes,No,95.07520154012754,0.24968898288543215
Portuguese,All,70/30,LR,"Lbfgs solver, large C",No,Yes,80.93607305936072,1.12067548862351
Portuguese,All,70/30,LR,"Lbfgs solver, large C",No,No,95.01143063409938,0.1392689844639997
Portuguese,All,80/20,Naive Bayes,Multinomial,Yes,Yes,79.17888563049853,1.9657072068436798
Portuguese,All,80/20,Naive Bayes,Multinomial,Yes,No,93.83865728207905,0.24829465932140393
Portuguese,All,80/20,Naive Bayes,Multinomial,No,Yes,78.57771260997067,1.459357732494925
Portuguese,All,80/20,Naive Bayes,Multinomial,No,No,94.18997774168321,0.28270061406918784
Portuguese,All,80/20,Naive Bayes,Bernoulli,Yes,Yes,78.41642228739002,1.4815665440386128
Portuguese,All,80/20,Naive Bayes,Bernoulli,Yes,No,93.74781928653071,0.3139749293531183
Portuguese,All,80/20,Naive Bayes,Bernoulli,No,Yes,78.90518084066471,1.388221457031041
Portuguese,All,80/20,Naive Bayes,Bernoulli,No,No,93.86693136016363,0.2637997601930496
Portuguese,All,80/20,SVM,"Linear kernel, small C",Yes,Yes,75.05865102639297,3.053757215111334
Portuguese,All,80/20,SVM,"Linear kernel, small C",Yes,No,94.24411959333453,0.279584641652274
Portuguese,All,80/20,SVM,"Linear kernel, small C",No,Yes,80.23949169110459,0.9738994980179629
Portuguese,All,80/20,SVM,"Linear kernel, small C",No,No,95.18017205077302,0.25893762879419924
Portuguese,All,80/20,SVM,"Linear kernel, standard C",Yes,Yes,81.65689149560117,1.0470240629045064
Portuguese,All,80/20,SVM,"Linear kernel, standard C",Yes,No,95.31432352764242,0.22697375519995786
Portuguese,All,80/20,SVM,"Linear kernel, standard C",No,Yes,80.89931573802541,1.1792818365083042
Portuguese,All,80/20,SVM,"Linear kernel, standard C",No,No,94.84328941827589,0.2876628175524602
Portuguese,All,80/20,SVM,"Linear kernel, large C",Yes,Yes,79.03714565004887,1.5404840364179078
Portuguese,All,80/20,SVM,"Linear kernel, large C",Yes,No,94.19779823136618,0.21949073204981764
Portuguese,All,80/20,SVM,"Linear kernel, large C",No,Yes,79.41348973607037,1.3342302834108295
Portuguese,All,80/20,SVM,"Linear kernel, large C",No,No,93.5047825302292,0.2543609746463904
Portuguese,All,80/20,SVM,"RBF kernel, small C",Yes,Yes,60.728250244379275,8.150342926677661
Portuguese,All,80/20,SVM,"RBF kernel, small C",Yes,No,93.97160560668952,0.2676628003045764
Portuguese,All,80/20,SVM,"RBF kernel, small C",No,Yes,69.96089931573803,3.464438828064335
Portuguese,All,80/20,SVM,"RBF kernel, small C",No,No,93.91325272213199,0.36864058214287065
Portuguese,All,80/20,SVM,"RBF kernel, standard C",Yes,Yes,81.39296187683284,1.4790373956319145
Portuguese,All,80/20,SVM,"RBF kernel, standard C",Yes,No,95.22168080370571,0.28284955560513636
Portuguese,All,80/20,SVM,"RBF kernel, standard C",No,Yes,80.71847507331378,1.871322270949852
Portuguese,All,80/20,SVM,"RBF kernel, standard C",No,No,95.31552667990134,0.2473921223225975
Portuguese,All,80/20,SVM,"RBF kernel, large C",Yes,Yes,81.13880742913001,1.4856058890702621
Portuguese,All,80/20,SVM,"RBF kernel, large C",Yes,No,95.33297238765566,0.24285224947308384
Portuguese,All,80/20,SVM,"RBF kernel, large C",No,Yes,81.50537634408602,1.5338524941655827
Portuguese,All,80/20,SVM,"RBF kernel, large C",No,No,95.36004331348133,0.29228800642354236
Portuguese,All,80/20,LR,"Liblinear solver, small C",Yes,Yes,79.11534701857282,2.0228386805987593
Portuguese,All,80/20,LR,"Liblinear solver, small C",Yes,No,93.90964326535523,0.2471218546559762
Portuguese,All,80/20,LR,"Liblinear solver, small C",No,Yes,79.67253176930596,1.6817521834982387
Portuguese,All,80/20,LR,"Liblinear solver, small C",No,No,94.82223425374481,0.2636833637455517
Portuguese,All,80/20,LR,"Liblinear solver, standard C",Yes,Yes,81.2218963831867,1.624551533214422
Portuguese,All,80/20,LR,"Liblinear solver, standard C",Yes,No,94.85652409312398,0.19995756979837057
Portuguese,All,80/20,LR,"Liblinear solver, standard C",No,Yes,81.33431085043988,1.570825196594722
Portuguese,All,80/20,LR,"Liblinear solver, standard C",No,No,95.22589183661192,0.23294443767938902
Portuguese,All,80/20,LR,"Liblinear solver, large C",Yes,Yes,80.92375366568915,1.3686533557219487
Portuguese,All,80/20,LR,"Liblinear solver, large C",Yes,No,95.0905372074836,0.23331779713875628
Portuguese,All,80/20,LR,"Liblinear solver, large C",No,Yes,80.71358748778103,1.765727674820618
Portuguese,All,80/20,LR,"Liblinear solver, large C",No,No,94.93472898995368,0.29043710208280177
Portuguese,All,80/20,LR,"Lbfgs solver, small C",Yes,Yes,79.8338220918866,1.854201921907463
Portuguese,All,80/20,LR,"Lbfgs solver, small C",Yes,No,93.88257233952956,0.2937496280507162
Portuguese,All,80/20,LR,"Lbfgs solver, small C",No,Yes,79.4672531769306,1.8226466555900798
Portuguese,All,80/20,LR,"Lbfgs solver, small C",No,No,94.8150153401913,0.272555402818007
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,81.42717497556207,1.1314122559763258
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",Yes,No,94.88479817120856,0.2693443190268121
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",No,Yes,81.74486803519062,1.4261628148710181
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",No,No,95.22288395596463,0.3015477879280758
Portuguese,All,80/20,LR,"Lbfgs solver, large C",Yes,Yes,81.3147605083089,1.5094676666932467
Portuguese,All,80/20,LR,"Lbfgs solver, large C",Yes,No,95.12061601395656,0.19451863256547822
Portuguese,All,80/20,LR,"Lbfgs solver, large C",No,Yes,81.52981427174976,1.2645568056220868
Portuguese,All,80/20,LR,"Lbfgs solver, large C",No,No,94.96059676352043,0.24104575139419523
Portuguese,No,60/40,Naive Bayes,Multinomial,Yes,Yes,77.63267302518953,1.4156832095123144
Portuguese,No,60/40,Naive Bayes,Multinomial,Yes,No,93.84742652588515,0.19247172660029438
Portuguese,No,60/40,Naive Bayes,Multinomial,No,Yes,77.8258742968941,1.12539375277322
